id,Product,Original Price,Original Revenue
444,CHRISTMAS HANGING STAR WITH BELL,2.46,11.16732615619023
445,CHRISTMAS HANGING TREE WITH BELL,2.46,5.231456369895561
447,CHRISTMAS LIGHTS 10 SANTAS,8.5,66.2163080028423
448,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,10.79,10.384539904532128
449,CHRISTMAS METAL POSTCARD WITH BELLS,1.25,8.541666666666663
450,CHRISTMAS METAL TAGS ASSORTED,1.8,21.34143961369344
451,CHRISTMAS MUSICAL ZINC STAR,1.63,2.595663793757696
452,CHRISTMAS MUSICAL ZINC TREE,1.63,1.6471687953316485
453,CHRISTMAS PUDDING TRINKET POT,1.45,20.561194261732616
455,CHRISTMAS RETROSPOT STAR WOOD,1.63,3.1376752865881135
456,CHRISTMAS RETROSPOT TREE WOOD,1.63,2.792760127760616
457,CHRISTMAS STAR WISH LIST CHALKBOARD,2.46,13.038355890752422
458,CHRISTMAS TABLE SILVER CANDLE SPIKE,1.63,12.756183029732073
460,CHRISTMAS TREE HANGING GOLD,1.63,11.558181818181815
461,CHRISTMAS TREE HANGING SILVER,1.63,11.061977615157835
462,CHRISTMAS TREE PAINTED ZINC,1.25,2.3635110242764625
463,CHRYSANTHEMUM  JOURNAL,4.96,4.96
464,CHRYSANTHEMUM SKETCHBOOK,7.46,9.94666666666664
465,CINAMMON & ORANGE WREATH,6.75,14.198275862068972
466,CINAMMON SET OF 9 T-LIGHTS,1.63,3.394074030516923
467,CINDERELLA CHANDELIER,49.95,-0.6104002661119756
468,CINNAMON SCENTED VOTIVE CANDLE,0.29,6.877142857142853
469,CIRCUS PARADE BABY GIFT SET,16.95,20.679
470,CIRCUS PARADE CHILDRENS EGG CUP,2.46,9.84
471,CIRCUS PARADE LUNCH BOX,4.13,3.861096098694634
472,CITRONELLA CANDLE FLOWERPOT,2.1,9.2232
473,CLAM SHELL SMALL,2.1,12.224999999999998
475,CLASSIC CAFE SUGAR DISPENSER,2.46,2.310017809495159
477,CLASSIC FRENCH STYLE BASKET BROWN,7.46,5.80667409094876
478,CLASSIC FRENCH STYLE BASKET GREEN,6.75,11.250000000000023
479,CLASSIC FRENCH STYLE BASKET NATURAL,7.46,7.3066236802952185
480,CLASSIC GLASS COOKIE JAR,4.15,15.341232227488169
481,CLASSIC GLASS SWEET JAR,4.15,24.52272727272728
482,CLASSIC METAL BIRDCAGE PLANT HOLDER,24.96,24.47839338411091
483,CLASSIC SUGAR DISPENSER,1.25,15.0
484,CLASSICAL ROSE SMALL VASE,2.55,15.299999999999999
485,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,1.49,18.898912509929286
486,CLOCK MAGNET MUM'S KITCHEN,5.79,5.9973717906441335
487,CLOTHES PEGS RETROSPOT PACK 24,3.29,4.183293449743259
488,COCKLE SHELL DISH,2.1,12.8625
489,COCKTAIL SWORDS 50 PIECES,0.83,6.5311475409836035
495,COFFEE MUG PINK PAISLEY DESIGN,4.96,6.613333333333316
496,COLOUR GLASS T-LIGHT HOLDER HANGING,1.24,29.515862655090846
497,COLOUR GLASS. STAR T-LIGHT HOLDER,6.63,13.995171626324492
498,COLOURED GLASS STAR T-LIGHT HOLDER,6.63,63.5701200320625
499,COLOURFUL FLOWER FRUIT BOWL,6.95,27.7916428060491
500,COLOURING PENCILS BROWN TUBE,2.46,13.761277459317606
501,COLUMBIAN CANDLE RECTANGLE,1.95,7.401955913466913
502,COLUMBIAN CANDLE ROUND,1.25,7.193103976464988
503,COOK WITH WINE METAL SIGN,2.41,393.14074050376206
504,COOKING SET RETROSPOT,9.95,15.57391304347828
505,COSMETIC BAG VINTAGE ROSE PAISLEY,4.13,3.7644944693870244
506,COSY HOUR CIGAR BOX MATCHES,1.25,8.2312925170068
507,COSY HOUR GIANT TUBE MATCHES,2.55,12.476785714285706
508,COSY SLIPPER SHOES SMALL GREEN,2.95,7.866666666666677
509,COTTON APRON PANTRY DESIGN,10.79,10.190654526964497
510,COWBOYS AND INDIANS BIRTHDAY CARD,0.83,1.7228310401672358
511,CRAZY DAISY HEART DECORATION,2.46,2.7323205052535946
512,CREAM CUPID HEARTS COAT HANGER,4.15,40.63841880698534
513,CREAM FELT EASTER EGG BASKET,1.65,9.110869565217385
515,CREAM SLICE FLANNEL CHOCOLATE SPOT,2.95,7.648148148148141
516,CREAM SLICE FLANNEL PINK SPOT,2.95,9.95625
517,CREAM SWEETHEART EGG HOLDER,4.95,17.688970588235314
518,CREAM SWEETHEART LETTER RACK,5.45,11.147727272727296
519,CREAM SWEETHEART MINI CHEST,24.96,46.17040594827723
520,CREAM WALL PLANTER HEART SHAPED,12.46,12.312122095512683
521,CRYSTAL FROG PHONE CHARM,1.63,2.355229867032036
522,CUBIC MUG FLOCK BLUE ON BROWN,2.55,3.1875
523,CUBIC MUG FLOCK PINK ON BROWN,2.55,3.8249999999999997
524,CUBIC MUG PINK POLKADOT,2.55,6.800000000000008
525,CUPBOARD 3 DRAWER MA CAMPAGNE,14.95,18.895138888888905
526,CUPCAKE LACE PAPER SET 6,4.13,3.960581987948492
527,CUPID DESIGN SCENTED CANDLES,2.55,16.02420674189484
528,CURIO CABINET LINEN AND LACE,8.15,16.843333333333362
529,CURIOUS  IMAGES NOTEBOOK SET,4.25,8.5
530,CURIOUS IMAGES GIFT WRAP SET,2.1,8.82
531,CUSHION COVER PINK UNION JACK,15.79,15.393333597674962
533,CUT GLASS T-LIGHT HOLDER OCTAGON,2.55,12.546
534,CUTE CATS TAPE,1.63,1.1010189116729856
535,DAIRY MAID LARGE MILK JUG,4.95,10.986585365853653
536,DAIRY MAID STRIPE MUG,2.95,34.53764681380149
537,DAIRY MAID TOASTRACK,2.95,10.161111111111099
538,DAIRY MAID TRADITIONAL TEAPOT,6.95,12.895180722891581
539,DAISY GARDEN MARKER,1.48,532.8
540,DAISY JOURNAL,4.96,9.92
541,DAISY SKETCHBOOK,7.46,6.767894646763396
542,DANISH ROSE DECORATIVE PLATE,2.1,11.062187320320215
543,DANISH ROSE DELUXE COASTER,0.85,11.274397170409244
544,DANISH ROSE PHOTO FRAME,2.55,15.599613329015439
545,DANISH ROSE ROUND SEWING BOX,4.25,12.348353306520064
546,DANISH ROSE TRINKET TRAYS,5.95,11.511393099837882
547,DARK BIRD HOUSE TREE DECORATION,0.85,5.7375
548,DECORATION  BUTTERFLY  MAGIC GARDEN,0.85,5.7412280701754375
549,DECORATION  PINK CHICK MAGIC GARDEN,0.85,6.327777777777774
550,DECORATION SITTING BUNNY,0.85,5.1
551,DECORATION WHITE CHICK MAGIC GARDEN,0.85,6.041071428571431
552,DECORATION WOBBLY CHICKEN,1.65,9.899999999999999
553,DECORATION WOBBLY RABBIT METAL,1.65,9.716666666666669
554,DECORATIVE CATS BATHROOM BOTTLE,1.25,17.684619471193376
555,DECORATIVE FLORE BATHROOM BOTTLE,1.25,6.940789473684212
556,DECORATIVE PLANT POT WITH FRIEZE,7.95,19.875
557,DECORATIVE ROSE BATHROOM BOTTLE,1.25,20.409226163000497
558,DECORATIVE VINTAGE COFFEE  BOX,4.95,10.559999999999985
559,DECORATIVE WICKER HEART LARGE,1.65,11.256355932203382
560,DECORATIVE WICKER HEART MEDIUM,1.25,10.240147783251237
561,DECORATIVE WICKER HEART SMALL,0.63,10.455000000000002
562,DELUXE SEWING KIT,11.63,26.18744890216686
563,"DIAMANTE HEART SHAPED WALL MIRROR,",12.75,25.337336770329546
564,DIAMANTE RING ASSORTED IN BOX.,3.39,81.36
566,DINOSAUR LUNCH BOX WITH CUTLERY,4.96,4.624022358383188
567,DINOSAUR PARTY BAG + STICKER SET,3.29,3.29
568,DINOSAURS  WRITING SET,3.29,4.1125
570,DISCO BALL ROTATOR BATTERY OPERATED,4.25,10.088383838383823
571,DO NOT TOUCH MY STUFF DOOR HANGER,1.45,5.66818181818182
572,DOCTOR'S BAG SOFT TOY,16.63,38.01142857142864
574,DOG BOWL VINTAGE CREAM,4.62,72.4193926788426
575,DOG LICENCE WALL ART,5.95,22.112356759779026
576,DOG TOY WITH PINK CROCHET SKIRT,4.13,4.13
577,DOILEY STORAGE TIN,2.89,14.168048780487794
578,DOILY THANK YOU CARD,0.42,5.603414634146322
579,DOLLY GIRL BABY GIFT SET,16.95,24.214285714285737
580,DOLLY GIRL CHILDRENS CUP,2.46,27.879999999999917
581,DOLLY GIRL CHILDRENS EGG CUP,2.46,2.46
582,DOLLY GIRL LUNCH BOX,4.13,4.53800955495653
583,DOLLY GIRL WALL ART,3.75,54.396970461061876
584,DOLLY HONEYCOMB GARLAND,1.65,8.25
585,DOLLY MIXTURE CHILDREN'S UMBRELLA,6.63,6.63
587,DOORMAT AIRMAIL,8.25,6.010557544970599
590,DOORMAT ENGLISH ROSE,8.25,86.39536693798972
594,DOORMAT HOME SWEET HOME BLUE,15.79,5.009440389628019
595,DOORMAT I LOVE LONDON,15.79,8.416678955046056
597,DOORMAT MERRY CHRISTMAS RED,16.63,39.47528529609764
599,DOORMAT NEIGHBOURHOOD WITCH,15.79,10.589825405636832
603,DOORMAT RESPECTABLE HOUSE,15.79,9.993678746546136
604,DOORMAT SPOTTY HOME SWEET HOME,16.63,19.697358595441013
605,DOORMAT TOPIARY,15.79,9.507987241456854
607,DOORMAT UNION JACK GUNS AND ROSES,8.25,43.10670276486338
608,DOORMAT VINTAGE LEAF,15.79,19.57956674584851
609,DOORMAT VINTAGE LEAVES DESIGN,7.95,6.9557728801533765
610,DOORMAT WELCOME PUPPIES,15.79,7.63685100024149
611,DOORMAT WELCOME SUNRISE,15.79,10.873794126486645
613,DOORSTOP FOOTBALL DESIGN,7.46,11.815575229774952
614,DOORSTOP RACING CAR DESIGN,7.46,14.38243242818761
616,DOUGHNUT LIP GLOSS,1.25,31.001872659176
617,DOVE DECORATION PAINTED ZINC,0.65,6.2592592592592595
618,DRAWER KNOB CERAMIC BLACK,1.45,12.66736111111111
619,DRAWER KNOB CERAMIC IVORY,3.29,19.54472810808167
620,DRAWER KNOB CERAMIC RED,1.45,12.458163265306125
621,DRAWER KNOB CRACKLE GLAZE BLUE,3.29,19.740000000000002
622,DRAWER KNOB CRACKLE GLAZE GREEN,1.65,13.088135593220342
623,DRAWER KNOB CRACKLE GLAZE IVORY,1.65,15.458928571428572
624,DRAWER KNOB CRACKLE GLAZE PINK,1.65,12.429999999999993
625,DRAWER KNOB VINTAGE GLASS BALL,4.13,20.65
626,DRAWER KNOB VINTAGE GLASS STAR,4.13,3.9099304482668766
627,EASTER CRAFT 4 CHICKS,1.95,14.644630872483223
628,EASTER DECORATION EGG BUNNY,1.25,21.61295644707275
629,EASTER DECORATION HANGING BUNNY,0.65,5.6160000000000005
630,EASTER DECORATION SITTING BUNNY,0.85,5.164150943396229
631,EAU DE NIL LOVE BIRD CANDLE,1.25,5.0
632,EAU DE NILE HEART SHAPE PHOTO FRAME,1.65,12.650000000000004
633,EAU DE NILE JEWELLED PHOTOFRAME,2.55,19.079079577099442
634,ECONOMY LUGGAGE TAG,2.46,6.730926420634453
635,EDWARDIAN PARASOL BLACK,12.46,11.343357507102144
636,EDWARDIAN PARASOL NATURAL,12.46,8.665883028349304
637,EDWARDIAN PARASOL PINK,12.46,11.31624191620787
638,EDWARDIAN PARASOL RED,12.46,11.822005815338226
639,EGG CUP HENRIETTA HEN CREAM,1.25,13.958333333333375
640,EGG CUP MILKMAID HEIDI,1.25,12.364864864864861
641,EGG CUP MILKMAID INGRID,1.25,11.964285714285712
642,EGG CUP NATURAL CHICKEN,2.46,3.335973826138273
643,EGG FRYING PAN IVORY,2.08,6.650526315789471
644,EGG FRYING PAN PINK,4.13,4.13
645,EGG FRYING PAN RED,2.08,7.2558139534883805
646,ELEPHANT BIRTHDAY CARD,0.83,1.3666519952741583
647,"ELEPHANT, BIRTHDAY CARD,",0.42,5.733203883495144
648,EMBOSSED GLASS TEALIGHT HOLDER,2.46,9.133293817917043
649,EMBOSSED HEART TRINKET BOX,2.08,10.335
650,EMBROIDERED RIBBON REEL DAISY,2.08,9.161904761904774
651,EMBROIDERED RIBBON REEL EMILY,2.08,8.60493150684931
652,EMBROIDERED RIBBON REEL REBECCA,2.89,11.849
653,EMBROIDERED RIBBON REEL ROSIE,2.08,7.606857142857149
654,EMBROIDERED RIBBON REEL SALLY,2.08,10.355744680851066
655,EMERGENCY FIRST AID TIN,2.46,5.1008062243375845
656,EMPIRE BIRTHDAY CARD,0.83,1.2449999999999999
659,EMPIRE TISSUE BOX,2.46,3.8271869289189104
660,EMPIRE UNION JACK TV DINNER TRAY,10.79,13.538127330449145
661,ENAMEL BLUE RIM BISCUIT BIN,4.95,8.353125
662,ENAMEL BLUE RIM COFFEE CONTAINER,2.1,5.600000000000008
663,ENAMEL BREAD BIN CREAM,24.96,19.50166014736745
664,ENAMEL COLANDER CREAM,9.96,9.74449601598747
665,ENAMEL FIRE BUCKET CREAM,14.13,14.031687111365686
666,ENAMEL FLOWER JUG CREAM,11.63,11.49495653364498
667,ENAMEL MEASURING JUG CREAM,8.29,7.853483444172872
668,ENAMEL PINK COFFEE CONTAINER,2.1,7.5600000000000005
669,ENAMEL PINK TEA CONTAINER,2.1,7.14
670,ENAMEL WASH BOWL CREAM,3.75,9.959016393442612
671,ENAMEL WATERING CAN CREAM,4.95,14.210204081632664
672,ENCHANTED BIRD COATHANGER 5 HOOK,9.13,8.913306997981055
673,ENCHANTED BIRD PLANT CAGE,3.75,7.5
674,ENGLISH ROSE GARDEN SECATEURS,1.95,8.3221770044907
675,ENGLISH ROSE HOT WATER BOTTLE,8.29,8.09083833053396
677,ENGLISH ROSE NOTEBOOK A7 SIZE,0.83,0.83
678,ENGLISH ROSE SCENTED HANGING FLOWER,4.25,9.208333333333348
679,ENGLISH ROSE SPIRIT LEVEL,3.29,7.2672989624154996
680,ENVELOPE 50 BLOSSOM IMAGES,1.25,14.92095771715225
681,ENVELOPE 50 CURIOUS IMAGES,0.85,1.9833333333333303
683,ETCHED GLASS COASTER,1.25,21.875
684,EUCALYPTUS & PINECONE  WREATH,6.75,37.843401850805584
685,FAIRY CAKE DESIGN UMBRELLA,8.29,12.083059749497107
687,FAIRY CAKES NOTEBOOK A6 SIZE,1.46,0.9794832348744067
689,FAIRY DREAMS INCENSE,0.21,6.604838709677418
690,FAIRY TALE COTTAGE NIGHT LIGHT,1.95,16.385820895522393
692,FAMILY ALBUM WHITE PICTURE FRAME,16.63,21.73346421117596
693,FAMILY PHOTO FRAME CORNICE,19.96,15.717354250701998
696,FANNY'S REST STOPMETAL SIGN,2.1,9.808235294117651
697,FAUX FUR CHOCOLATE THROW,19.95,34.47747791642282
698,FAWN BLUE HOT WATER BOTTLE,5.79,7.001337990452942
699,"FEATHER PEN,COAL BLACK",0.85,8.486749226619217
700,"FEATHER PEN,HOT PINK",0.85,15.188034126447064
701,"FEATHER PEN,LIGHT PINK",0.85,8.87525630217243
702,FELT EGG COSY BLUE RABBIT,1.63,1.63
703,FELT EGG COSY CHICKEN,1.63,3.26
704,FELT EGG COSY LADYBIRD,1.63,1.7081126820643915
705,FELT EGG COSY WHITE RABBIT,1.63,2.8525
706,FELT FARM ANIMAL HEN,1.25,9.230769230769237
707,FELT FARM ANIMAL RABBIT,1.25,11.939655172413799
708,FELT FARM ANIMAL SHEEP,1.25,5.892857142857137
709,FELT FARM ANIMAL WHITE BUNNY,0.85,9.87758620689654
710,FELTCRAFT 6 FLOWER FRIENDS,4.13,12.922913970525688
711,FELTCRAFT BOY JEAN-PAUL KIT,10.79,10.70261431127185
712,FELTCRAFT BUTTERFLY HEARTS,3.29,5.092576655459616
713,FELTCRAFT CHRISTMAS FAIRY,8.29,13.896052586998124
714,FELTCRAFT CUSHION BUTTERFLY,7.46,14.545252661857969
715,FELTCRAFT CUSHION OWL,7.46,11.395573444741636
716,FELTCRAFT CUSHION RABBIT,7.46,6.946996229421148
717,FELTCRAFT DOLL EMILY,5.79,6.942869541882081
719,FELTCRAFT DOLL ROSIE,5.79,5.582739151626521
720,FELTCRAFT GIRL AMELIE KIT,10.79,18.697005000592462
721,FELTCRAFT GIRL NICOLE KIT,10.79,10.694847665460477
722,FELTCRAFT HAIRBAND PINK AND PURPLE,1.63,3.7257142857142926
723,FELTCRAFT HAIRBANDS PINK AND WHITE,1.63,3.586
724,FELTCRAFT PRINCESS CHARLOTTE DOLL,7.46,7.245939015502237
725,FELTCRAFT PRINCESS LOLA DOLL,7.46,14.717662447926136
726,FELTCRAFT PRINCESS OLIVIA DOLL,7.46,7.1967340639777
727,FILIGREE HEART BIRD WHITE,2.46,5.042166268427632
728,FILIGREE HEART BUTTERFLY WHITE,2.46,2.3344317864301614
729,FILIGREE HEART DAISY WHITE,1.25,19.02777777777775
730,FILIGRIS HEART WITH BUTTERFLY,2.46,3.2083306343080236
731,FINE WICKER HEART,1.25,12.921686746988
732,FIRST AID TIN,3.4,345.5412589619216
733,FIRST CLASS LUGGAGE TAG,1.25,2.9605263157894752
734,FIRST CLASS PASSPORT COVER,4.13,4.101479217653434
735,FIVE CATS HANGING DECORATION,5.79,8.623156532674427
736,FIVE HEART HANGING DECORATION,2.95,11.600675675675669
737,FLOOR CUSHION ELEPHANT CARNIVAL,8.95,14.916666666666696
738,FLOOR LAMP SHADE WOOD BASE,9.95,15.635714285714272
739,FLORAL FOLK STATIONERY SET,2.95,8.547461772856899
740,FLOWER VINE RAFFIA FOOD COVER,7.46,7.46
741,FLOWERS  STICKERS,1.63,2.445
743,FLOWERS TILE COASTER,2.46,3.651076338765105
744,FLOWERS TILE HOOK,2.1,6.900000000000009
745,FLUTED ANTIQUE CANDLE HOLDER,1.63,4.343922622255043
746,FLYING PIG WATERING CAN,2.95,7.375
747,FOLDING BUTTERFLY MIRROR HOT PINK,2.46,4.852851008567183
748,FOLDING BUTTERFLY MIRROR IVORY,2.46,2.3901358743416354
749,FOLDING BUTTERFLY MIRROR RED,0.83,4.231830985915497
750,FOLDING UMBRELLA BLACKBLUE POLKADOT,9.96,9.94259485025524
751,FOLDING UMBRELLA CHOCOLATE POLKADOT,9.96,9.896532766242078
752,FOLDING UMBRELLA CREAM POLKADOT,4.95,21.08333333333334
753,FOLDING UMBRELLA PINKWHITE POLKADOT,9.96,9.914389817320865
754,FOLDING UMBRELLA RED/WHITE POLKADOT,9.96,14.857826438408782
755,FOLDING UMBRELLA WHITE/RED POLKADOT,4.95,18.315
756,FOLK ART METAL HEART T-LIGHT HOLDER,0.38,2.795714285714287
757,FOLK ART METAL STAR T-LIGHT HOLDER,0.85,10.199817167572524
758,FOLKART CLIP ON STARS,2.1,4.2
759,FOLKART HEART NAPKIN RINGS,2.95,5.9
760,FOLKART STAR CHRISTMAS DECORATIONS,1.25,13.1944444444445
761,FOOD CONTAINER SET 3 LOVE HEART,4.13,6.109037240441768
762,FOOD COVER WITH BEADS SET 2,7.46,7.19824419313906
763,FOOT STOOL HOME SWEET HOME,9.95,17.428758169934593
764,FORKED CACTUS CANDLE,5.79,5.910688846021026
765,FOUR HOOK  WHITE LOVEBIRDS,4.13,5.867686617807741
766,FRAPPUCINO SCARF KNITTING KIT,2.95,4.253787073772349
767,FREESTYLE CANVAS ART PICTURE,4.25,4.2203356917979065
768,FRENCH BATHROOM SIGN BLUE METAL,3.29,9.602015948457067
769,FRENCH BLUE METAL DOOR SIGN 0,1.25,9.6139705882353
770,FRENCH BLUE METAL DOOR SIGN 1,2.46,3.2662744312544194
771,FRENCH BLUE METAL DOOR SIGN 2,2.46,2.446660522381126
772,FRENCH BLUE METAL DOOR SIGN 3,2.46,3.675946078327018
773,FRENCH BLUE METAL DOOR SIGN 4,2.46,2.457947292976176
774,FRENCH BLUE METAL DOOR SIGN 5,2.46,2.4459920308635326
775,FRENCH BLUE METAL DOOR SIGN 6,2.46,2.4587524018812377
776,FRENCH BLUE METAL DOOR SIGN 7,2.46,2.4588900039354593
777,FRENCH BLUE METAL DOOR SIGN 8,2.46,2.4581467433447197
778,FRENCH BLUE METAL DOOR SIGN 9,1.25,9.353448275862062
779,FRENCH BLUE METAL DOOR SIGN No,2.46,1.8747636131076946
780,FRENCH CARRIAGE LANTERN,6.65,14.573404255319165
781,FRENCH CHATEAU LARGE PLATTER,7.95,10.599999999999973
782,FRENCH ENAMEL CANDLEHOLDER,4.13,5.237502543694756
783,FRENCH ENAMEL POT W LID,5.79,4.937856162810393
784,FRENCH ENAMEL WATER BASIN,7.46,7.171242588893802
785,FRENCH FLORAL CUSHION COVER,3.29,14.301920235614249
786,FRENCH GARDEN SIGN BLUE METAL,2.46,2.425828305262023
787,FRENCH KITCHEN SIGN BLUE METAL,2.46,3.5331073609030152
788,FRENCH LATTICE CUSHION COVER,3.29,3.2909383148223745
789,FRENCH LAUNDRY SIGN BLUE METAL,3.29,3.0213484294120496
790,FRENCH LAVENDER SCENT HEART,2.1,12.899999999999993
791,FRENCH PAISLEY CUSHION COVER,3.29,7.699118115497422
792,FRENCH STYLE EMBOSSED HEART CABINET,21.95,25.68218034832738
793,FRENCH STYLE STORAGE JAR BONBONS,1.25,7.50186028600125
794,FRENCH STYLE STORAGE JAR CAFE,1.25,12.50192161563125
795,FRENCH STYLE STORAGE JAR JAM,1.25,14.999578775444125
796,FRENCH TOILET SIGN BLUE METAL,2.46,2.44710127855478
797,FRENCH WC SIGN BLUE METAL,2.46,4.0915971135168965
798,FRIDGE MAGNETS LES ENFANTS ASSORTED,0.85,10.334210526315786
799,FRIDGE MAGNETS US DINER ASSORTED,1.8,10.709799663336192
800,FROSTED WHITE BASE,0.85,6.545
801,FRYING PAN BLUE POLKADOT,4.25,6.155172413793123
802,FRYING PAN PINK POLKADOT,8.29,7.462566151609725
803,FRYING PAN RED RETROSPOT,4.25,8.034433272040452
804,FRYING PAN UNION FLAG,8.29,9.082883252923653
805,FULL ENGLISH BREAKFAST PLATE,7.46,25.48672200753634
807,FUNKY WASHING UP GLOVES ASSORTED,2.1,7.308474576271176
808,FUSCHIA FLOWER PURSE WITH BEADS,1.49,9.933333333333337
809,FUSCHIA VOILE POINTY SHOE DEC,1.95,1.95
810,GAOLERS KEYS DECORATIVE GARDEN,8.29,8.169542476615142
811,GARAGE KEY FOB,1.63,3.492857142857138
812,GARDEN PATH JOURNAL,4.96,4.54084203458579
813,GARDEN PATH SKETCHBOOK,7.46,10.980729136119805
814,GARDENERS KNEELING PAD CUP OF TEA,3.29,22.900936236307334
815,GARDENERS KNEELING PAD KEEP CALM,3.29,50.82190060756041
816,GARDENIA 1 WICK MORRIS BOXED CANDLE,8.29,7.7165220760604125
817,GARDENIA 3 WICK MORRIS BOXED CANDLE,8.29,8.170288425167602
818,GARLAND WITH HEARTS AND BELLS,4.95,19.292307692307705
819,GARLAND WITH STARS AND BELLS,4.95,21.99999999999998
820,GARLAND WOODEN HAPPY EASTER,1.25,11.067073170731712
821,GENTLEMAN SHIRT REPAIR KIT,1.63,2.896244622756527
822,GEORGIAN TRINKET BOX,12.5,17.96875
823,GIANT 50'S CHRISTMAS CRACKER,2.89,32.508698742472376
824,GIFT BAG BIRTHDAY,0.83,0.83
825,GIFT BAG PSYCHEDELIC APPLES,0.83,0.83
826,GIN & TONIC DIET GREETING CARD,0.42,6.196265060240976
828,GIN AND TONIC DIET METAL SIGN,2.55,20.863636363636356
829,GIN AND TONIC MUG,1.65,315.3818028093992
830,GINGERBREAD MAN COOKIE CUTTER,2.46,2.73771766493981
831,GINGHAM BABUSHKA DOORSTOP,3.75,8.403931773699412
832,GINGHAM HEART  DOORSTOP RED,8.29,7.898257879366684
833,GINGHAM HEART DECORATION,1.63,3.56342085969774
834,GINGHAM RECIPE BOOK BOX,4.95,16.446774193548386
837,GIRLS VINTAGE TIN SEASIDE BUCKET,2.55,13.130263157894726
839,GLASS  BEURRE DISH,3.95,13.543693298070464
840,GLASS  SONGBIRD STORAGE JAR,12.5,17.6020408163265
841,GLASS APOTHECARY BOTTLE ELIXIR,8.29,8.215309931433259
842,GLASS APOTHECARY BOTTLE PERFUME,8.29,8.215358320090937
843,GLASS APOTHECARY BOTTLE TONIC,8.29,8.219012917630206
844,GLASS BON BON JAR,3.29,8.579366927322207
845,GLASS BONNE JAM JAR,4.15,14.525000000000002
846,GLASS CHALICE BLUE SMALL,1.65,7.189285714285719
847,GLASS CHALICE GREEN  LARGE,2.55,24.935200960215326
848,GLASS CHALICE GREEN  SMALL,1.65,17.844328521440023
849,GLASS CLOCHE LARGE,8.5,19.57575757575755
850,GLASS CLOCHE SMALL,3.95,12.394827586206901
851,GLASS HEART T-LIGHT HOLDER,1.63,1.3585034149014574
852,GLASS JAR DAISY FRESH COTTON WOOL,2.95,7.691071428571437
853,GLASS JAR DIGESTIVE BISCUITS,5.79,5.618825183740004
854,GLASS JAR ENGLISH CONFECTIONERY,5.79,5.609695158538754
855,GLASS JAR KINGS CHOICE,5.79,5.79
856,GLASS JAR MARMALADE,5.79,5.647045675715534
857,GLASS JAR PEACOCK BATH SALTS,5.79,5.79
858,GLASS SPHERE CANDLE STAND MEDIUM,5.45,17.712500000000002
859,GLASS STAR FROSTED T-LIGHT HOLDER,9.96,13.215098639948305
860,GLASS TWIST BON BON JAR,7.85,20.779411764705866
861,GLITTER BUTTERFLY CLIPS,2.55,10.462727272727264
862,GLITTER CHRISTMAS STAR,1.63,3.153770309002742
863,GLITTER CHRISTMAS TREE,0.85,6.496428571428568
864,GLITTER CHRISTMAS TREE WITH BELLS,4.13,6.24698853715317
865,GLITTER HANGING BUTTERFLY STRING,4.13,4.951261138353631
866,GLITTER HEART DECORATION,1.63,3.302684055419308
867,GLITTER HEART GARLAND WITH BELLS,7.46,7.404479647002242
868,GLITTER STAR GARLAND WITH BELLS,3.75,18.34459459459459
869,GOLD EAR MUFF HEADPHONES,5.49,7.929999999999976
870,GOLD FISHING GNOME,12.46,12.46
872,GOLD MUG BONE CHINA TREE OF LIFE,1.95,9.282133951811447
873,GOLD PHOTO FRAME,2.1,14.458902803904447
874,GOLD STANDING GNOME,4.25,34.873326817340086
875,GRAND CHOCOLATECANDLE,1.45,17.026732673267265
876,GRASS HOPPER WOODEN WALL CLOCK,5.95,10.12256279520597
878,GREEN BIRDHOUSE DECORATION,0.85,7.564722017740026
879,GREEN BITTY LIGHT CHAIN,9.13,8.658967500702143
880,GREEN CHRISTMAS TREE CARD HOLDER,8.29,16.339185189487957
881,GREEN CHRISTMAS TREE STRING 20LIGHT,4.95,8.043750000000001
883,GREEN ENAMEL+GLASS HAIR COMB,2.1,4.0090909090909115
884,GREEN FERN JOURNAL,4.96,4.6771825191533
885,GREEN FERN SKETCHBOOK,7.46,7.46
886,GREEN GIANT GARDEN THERMOMETER,5.95,14.646153846153837
887,GREEN GOOSE FEATHER CHRISTMAS TREE,16.95,33.9
888,GREEN METAL BOX ARMY SUPPLIES,16.63,24.610676703452715
889,GREEN POLKADOT BOWL,2.46,2.237456930864643
890,GREEN POLKADOT PLATE,3.29,2.905747236228666
891,GREEN REGENCY TEACUP AND SAUCER,5.79,13.494710655845761
892,GREEN SQUARE COMPACT MIRROR,3.75,9.375
893,GREEN SWEETHEART BRACELET,4.25,12.99999999999998
894,GREEN VINTAGE SPOT BEAKER,1.08,1312.3031823231697
895,"GREETING CARD,SQUARE, DOUGHNUTS",0.83,1.66
896,GREY HEART HOT WATER BOTTLE,7.46,8.535516288744615
897,GROOVY CACTUS INFLATABLE,0.85,1.7
899,GROW YOUR OWN BASIL IN ENAMEL MUG,2.1,11.053987730061339
900,GROW YOUR OWN FLOWERS SET OF 3,7.95,15.642230802183217
901,GUMBALL COAT RACK,4.96,4.858242447229007
902,GUMBALL MAGAZINE RACK,14.96,19.783095906369372
903,GUMBALL MONOCHROME COAT RACK,1.25,4.7395833333333375
904,GYMKHANA TREASURE BOOK BOX,4.58,3.806341258977269
